NORMALIZED_LAT,NORMALIZED_LONG,Tester, Location_ID,Census 2010 Designation, Date, Time, Provider, Operator, Network,Round6_Coverage, Latitude, Longitude, Device ID, Client Type, ePktMin, ePktMax, ePktAvg, ePktLoss, wPktMin, wPktMax, wPktAvg, wPktLoss, wUDP Jitter1, wUDP Loss1, wUDP Period1, wUDP Jitter2, wUDP Loss2, wUDP Period2, wUDP Jitter3, wUDP Loss3, wUDP Period3, eUDP Jitter1, eUDP Loss1, eUDP Period1, eUDP Jitter2, eUDP Loss2, eUDP Period2, eUDP Jitter3, eUDP Loss3, eUDP Period3, wUDP Jitter4, wUDP Loss4, wUDP Period4, eUDP Jitter4, eUDP Loss4, eUDP Period4,wTCP_UP1, wTCP_DOWN1, eTCP_UP1, eTCP_DOWN1, wTCP_UP2, wTCP_DOWN2, eTCP_UP2, eTCP_DOWN2
37.7968,-118.526,Tester 8,1009,Tribal, 09/25/2012, 13:00:36,AT&T, , NA,In,37.796768,-118.52595, WBBDTest8, Netbook,147,185,161,0,132,142,137,0,12.632,0,1,10.673,0,1,10.077,0,1,14.633,0,1,11.219,0,1,15.446,0,1,8.364,0,5,14.131,0,5,2550,3494,2483,4165,2710,4309,2332,4026
37.7968,-118.526,Tester 8,1009,Tribal, 09/25/2012, 13:03:05,AT&T, AT&T, HSPA,In,37.796819,-118.525937,359691045708495, Phone,159.377,217.702,188.78,0,93.85,175.737,125.133,0,7.984,3.9,1,6.423,0,1,6.451,0,1,8.825,0,1,8.602,0,1,10.261,2,1,10.171,0.4,5,11.935,0,5,1113,3855,1174,4130,1181,4200,1191,3951
37.7968,-118.526,Tester 8,1009,Tribal, 09/25/2012, 13:05:38,Sprint, , NA,Out,37.796782,-118.52594, WBBDTest8, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
37.7968,-118.526,Tester 8,1009,Tribal, 09/25/2012, 13:00:54,Sprint, , UNKNOWN,Out,37.796755,-118.525952, A100001BAA3FC1, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
37.7968,-118.526,Tester 8,1009,Tribal, 09/25/2012, 12:59:06,T-Mobile, , NA,Out,37.796755,-118.525952, WBBDTest8, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
37.7968,-118.526,Tester 8,1009,Tribal, 09/25/2012, 12:59:47,T-Mobile, , UNKNOWN,Out,37.796755,-118.525952,359605043208118, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
37.7968,-118.526,Tester 8,1009,Tribal, 09/25/2012, 13:07:14,Verizon, , NA,Out,37.796782,-118.52594, WBBDTest8, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
37.7968,-118.526,Tester 8,1009,Tribal, 09/25/2012, 13:00:29,Verizon, Searching, UNKNOWN,Out,37.796755,-118.525952,99000024381651, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
39.4988702,-121.5018,Tester 1,1010,Tribal, 10/11/2012, 10:14:45,AT&T, , NA,In,39.498898,-121.50195, WBBDTest11, Netbook,130,200,147,0,53,103,78,0,10.053,0,1,9.276,0,1, NA, NA,1,19.184,5.9,1,14.888,0,1,13.041,0,1,11.501,0.4,5,11.544,0,5,1271,6140,1277,5605,1300,5728,1282,6069
39.4988702,-121.5018,Tester 1,1010,Tribal, 10/11/2012, 10:21:53,AT&T, AT&T, HSPAP,In,39.49870884,-121.5019763,359691045811109, Phone,150.343,188.738,163.476,0,49.717,116.466,86.433,0,13.01,0,1,10.825,0,1,8.427,2,1,3.835,0,1,7.873,0,1,7.518,0,1,10.848,0,5,14.088,0,5,1137,7124,1183,6031,1188,7547,1215,6923
39.4988702,-121.5018,Tester 1,1010,Tribal, 10/11/2012, 10:24:38,Sprint, , NA,In,39.49891,-121.501885, WBBDTest11, Netbook,3100,3643,3356,70, NA, NA, NA,100, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,5, NA, NA,5, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout
39.4988702,-121.5018,Tester 1,1010,Tribal, 10/11/2012, 10:14:28,Sprint, , 1xRTT,In,39.49870884,-121.5019763, A100001BAA3FC9, Phone,441.956,763.488,523.376,0,441.742,722.26,549.347,0,17.2,0,1,16.604,0,1,18.807,0,1,17.761,0,1,21.671,0,1,17.662,0,1,13.408,0,5,10.825,0,5,166.4,138.7,207.8,114.1,175,128.8,210.6,115.5
39.4988702,-121.5018,Tester 1,1010,Tribal, 10/11/2012, 10:21:42,T-Mobile, , NA,Out,39.498873,-121.501827, WBBDTest11, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
39.4988702,-121.5018,Tester 1,1010,Tribal, 10/11/2012, 10:22:47,T-Mobile, , NA,Out,39.498915,-121.501818, WBBDTest11, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
39.4988702,-121.5018,Tester 1,1010,Tribal, 10/11/2012, 10:22:12,T-Mobile, , NA,Out,39.498928,-121.501808, WBBDTest11, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
39.4988702,-121.5018,Tester 1,1010,Tribal, 10/11/2012, 10:43:45,Verizon, , NA,In,39.498965,-121.50181, WBBDTest11, Netbook,143,164,156,0,57,81,70,0,7.785,0,1,8.425,0,1,10.015,0,1,11.11,0,1,12.001,0,1,16.253,0,1,9.226,0,5,14.123,0,5,1105,2506,1060,2521,1091,2526,1042,2477
39.4988702,-121.5018,Tester 1,1010,Tribal, 10/11/2012, 10:15:02,Verizon, Verizon, EHRPD,In,39.49870884,-121.5019763,99000024385562, Phone,153.535,186.756,162.017,0,69.554,148.636,94.572,0,10.559,0,1,8.198,0,1,13.632,0,1,17.611,0,1,17.367,0,1,9.978,0,1,10.467,0,5,12.873,0,5,1060,1789,942,1791,1009.6,1411,1015,1656
41.16184,-124.1234,Tester 4,1011,Tribal, 09/26/2012, 15:09:14,AT&T, , UNKNOWN,Out,41.16202691,-124.1231933,359691045708222, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
41.16184,-124.1234,Tester 4,1011,Tribal, 09/26/2012, 15:27:22,Sprint, , NA,Out,41.161915,-124.123493, WBBDTest4, Netbook,463,2439,684,0,3747,3747,3747,90,40.302,0,1,80.801,0,1,52.048,0,1,61.149,0,1,43.772,0,1,63.356,0,1,23.339,0,5,18.985,0,5, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout
41.16184,-124.1234,Tester 4,1011,Tribal, 09/26/2012, 15:06:23,Sprint, , 1xRTT,Out,41.161915,-124.123493, A100001BAA3FB8, Phone,621.124,722.626,632.083,0,590.424,1637.665,833.934,20,14.651,0,1,11.126,0,1,8.191,0,1,8.674,0,1,7.407,0,1,5.642,0,1,78.198,1.2,5,6.882,0,5,157.3,28.2,63.1,37.5,149.6,56.3,144.4,73
41.16184,-124.1234,Tester 4,1011,Tribal, 09/26/2012, 15:09:11,T-Mobile, , NA,Out,41.161912,-124.123417, WBBDTest4, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
41.16184,-124.1234,Tester 4,1011,Tribal, 09/26/2012, 15:07:06,T-Mobile, T-Mobile, EDGE,Out,41.161912,-124.123417,359605043236952, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
41.16184,-124.1234,Tester 4,1011,Tribal, 09/26/2012, 15:13:48,Verizon, , NA,In,41.161877,-124.123457, WBBDTest4, Netbook,216,569,276,0,118,139,128,70,148.007,0,1,159.556,0,1,147.701,0,1,145.184,0,1,153.047,0,1,142.349,0,1,235.34,35,5,166.659,35,5, timeout, timeout, connect_error1, connect_error1, timeout, timeout, timeout, timeout
41.16184,-124.1234,Tester 4,1011,Tribal, 09/26/2012, 15:06:30,Verizon, Verizon, EHRPD,In,41.161898,-124.123145,99000024389642, Phone, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,1, NA, NA,1,242.369,0,1,144.271,0,1,39.971,0,1,53.833,0,1,271.699,1.6,5,408.355,1.5,5, connect_error1, connect_error1, connect_error1, connect_error1, connect_error1, connect_error1, connect_error1, connect_error1
37.15786533,-118.2824,Tester 8,1012,Tribal, 09/25/2012, 10:13:53,AT&T, , NA,In,37.157828,-118.282453, WBBDTest8, Netbook,169,256,186,0,95,144,107,0,15.333,2,1,5.461,0,1,8.378,3.9,1,13.707,0,1,13.59,3.9,1,14.328,0,1,19.494,0,5,11.467,0,5,957,2926,1145,3707,453.1,3155,526.6,3339
37.15786533,-118.2824,Tester 8,1012,Tribal, 09/25/2012, 09:50:21,AT&T, AT&T, UMTS,In,37.15788964,-118.2825431,359691045708495, Phone,152.633,235.373,198.342,0,76.698,104.623,87.993,0,5.674,0,1,3.06,0,1,4.21,2,1,9.659,0,1,10.62,0,1,11.87,0,1,8.332,0,5,9.738,0,5,1566,3408,926,3805,1304,4109,1081,3386
37.15786533,-118.2824,Tester 8,1012,Tribal, 09/25/2012, 10:03:24,Sprint, , NA,Out,37.157833,-118.282445, WBBDTest8, Netbook,399,678,459,0,398,1449,555,0,22.048,0,1,41.899,0,1,11.304,0,1,23.371,0,1,18.116,0,1,17.44,0,1,12.556,0,5,12.564,0,5,167.4,83.6,195.3,75.5,238.8,76.1,175.5,87.3
37.15786533,-118.2824,Tester 8,1012,Tribal, 09/25/2012, 09:50:12,Sprint, , 1xRTT,Out,37.157891,-118.282483, A100001BAA3FC1, Phone,3484.802,12390.808,7940.78,0,1069.245,7974.427,4228.378,0,24.856,0,1,18.73,0,1,32.971,0,1,12.36,0,1,14.242,0,1,12.342,0,1,17.044,0,5,15.914,0.4,5, timeout, timeout, timeout, timeout,193.5,38.2,149.3,11.4
37.15786533,-118.2824,Tester 8,1012,Tribal, 09/25/2012, 10:00:57,T-Mobile, , NA,Out,37.157837,-118.28245, WBBDTest8, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
37.15786533,-118.2824,Tester 8,1012,Tribal, 09/25/2012, 09:50:40,T-Mobile, , UNKNOWN,Out,37.157837,-118.28245,359605043208118, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
37.15786533,-118.2824,Tester 8,1012,Tribal, 09/25/2012, 09:55:44,Verizon, , NA,In,37.157835,-118.28245, WBBDTest8, Netbook,169,200,181,0,79,206,112,0,17.379,0,1,12.765,0,1,16.837,0,1,12.112,0,1,13.054,0,1,13.459,0,1,18.932,0,5,16.402,0,5,877.3,244.3,224.9,1006,973,842,898,896
